target,prediction,residual,abs_residual,state,county,tract,poor_share,share_black,share_hisp,share_asian,share_white,hhinc_mean,mean_commutetime,frac_coll_plus,foreign_share,med_hhinc,popdensity,rent_twobed,singleparent_share,traveltime15_share,emp_rate,job_density,gsmn_math_pcst,kfr_pooled_pooled_p25,jail_pooled_pooled_p25,nonwhite_share2010
55.2480969846244,41.87842727740076,-13.369669707223636,13.369669707223636,23,551,655394,0.35290431387977944,0.062455704051974904,0.060424243700978986,0.014503474941954971,0.8626165773050912,36200.89051327866,24.244257891676074,0.6048810310972226,0.3226667949568815,27776.572490392085,8957.048605310383,1549.7561782467012,,0.33070355251347355,0.8095276166695278,3148.1361896672624,69.27192528766705,55.2480969846244,0.042177967344330665,0.13738342269490877
60.93325575671457,48.34781100053297,-12.585444756181602,12.585444756181602,27,597,902379,0.10681215890732472,0.013749683672946182,0.21720827693039776,0.06046132074455738,0.7085807186520987,50496.92093037271,25.063462159060453,0.6833241141126049,0.32186867972418787,37343.426598029844,8311.795026588617,1403.0708577255355,0.2838342346798672,0.24642151920178904,0.7712446788603247,3414.06869082256,80.68660482729938,60.93325575671457,0.012222801453597488,0.2914192813479013
54.719381906221045,42.42365600631281,-12.295725899908234,12.295725899908234,12,49,487468,0.2760265698356511,0.02985174394562172,0.08280782181217035,0.0026473388774634235,0.8846930953647445,65536.69074795174,28.888942221252098,0.6322087406657952,0.15456841413649525,49431.55450792366,600.5887163590934,1432.1116198295786,0.18390884981251815,0.17422659611266722,0.7822118894925104,213.14306506297282,62.47580577847465,54.719381906221045,0.027462305192763575,0.1153069046352555
58.33964585780231,46.184381048282305,-12.155264809520006,12.155264809520006,11,173,405549,0.13865895497903308,0.1117446366329444,0.006733234082578181,6.7529588990871864e-06,0.8815153763255783,60610.809833988205,19.862390832982868,0.6483652525474279,0.2433706179817345,53235.54893077737,5879.549556307296,1269.8715168838112,0.21062773805069496,0.41803384400120985,0.8638238811647849,,67.39117176903153,58.33964585780231,0.013787865488450372,0.1184846236744217
39.60011656645216,51.729856528365104,12.129739961912946,12.129739961912946,22,640,663110,0.0506325115880961,0.08008847983754172,0.20264966489688369,0.0015118658702847965,0.7157499893952897,70136.91954869212,30.826886920159907,0.693958455519287,0.13676455221246397,58470.91989688355,33781.8545321876,2747.578174862904,0.14323924398217205,0.2729044575817286,0.7994281492507307,12421.926668397215,86.40598160404264,39.60011656645216,0.009819970920366652,0.28425001060471033
47.17036083057117,35.33248020265832,-11.837880627912853,11.837880627912853,17,138,795656,0.4024741561912299,0.011944696293831403,0.19391252292369066,0.001989195566568105,0.7921535852159098,32523.708596920256,33.30300017404289,0.26263290718112225,0.1990022211716779,28666.42259751745,8004.567316345064,1262.0183180919744,0.3599978518496651,0.2789249969706771,0.7856386038564277,2333.578095194615,49.60085503868868,47.17036083057117,0.06039041333592824,0.20784641478409016
29.58436698611144,41.31750805295892,11.73314106684748,11.73314106684748,3,240,248578,0.2171115996771435,0.06327162250854665,0.09453699585473781,0.0002300447584502652,0.8419613368782652,89347.15594298141,16.493820603853877,0.5301644878737448,0.016766066872155375,76732.09802671046,47.656946216347805,1833.4730687487413,0.29164375195957537,0.2656849418668674,0.7064331890865445,17.157482510655182,54.56413148334967,29.58436698611144,0.04220001550543696,0.15803866312173476
55.216269708194844,43.515200415311554,-11.70106929288329,11.70106929288329,26,297,503575,0.14889404997809222,0.16972210051869585,0.017379551326939004,0.15961201561576685,0.6532863325385982,55240.05332822759,21.335659887999,0.4401024106877779,0.11425111209394122,40611.62115424298,2524.5692297904106,897.1342027727285,0.25672110697759243,0.3359005749200357,0.7095164499386989,429.91775583590646,80.18865912953177,55.216269708194844,0.01768284797281167,0.34671366746140175
58.86576543907266,47.2461669911674,-11.619598447905261,11.619598447905261,35,29,391342,0.0721024397469956,0.036097709571153005,0.0475189331309884,0.11549728313461895,0.8008860741632396,49896.27377121543,26.136986169225704,0.5983689226896343,0.047971978542583484,39855.767041891646,921.7717454589874,1016.9850466829837,0.22757392171051863,0.400853486871418,0.8267032787767462,172.56402827412006,68.23386494312722,58.86576543907266,0.01539377137399201,0.19911392583676035
57.49538924970682,45.90670933902662,-11.588679910680199,11.588679910680199,46,680,249043,0.14386782786430527,0.2208805854119908,0.04843018383039216,0.02487537532653758,0.7058138554310793,100937.15043738001,,0.6999132395347917,0.27155931861394034,78855.29443296746,349.47186583135647,1605.0909747563185,,0.27127333848589236,0.7745512093103134,95.90894541610362,72.34604365212957,57.49538924970682,0.014132068128313593,0.29418614456892067
48.827837614714866,37.36998401164387,-11.457853603070994,11.457853603070994,54,15,324180,0.32685302289495305,0.0889245019741089,0.13150441953168907,0.00256028471437845,0.7770107937798236,39574.21319529542,24.808946050242774,0.4236730859443754,0.0715826854967675,29393.920919875593,226.02214623334316,1001.5424025163538,0.3881795620404111,0.31889615267641347,0.7129846946148545,99.02999044881642,59.57650115481722,48.827837614714866,0.04202446623873682,0.22298920622017637
56.58934535776537,45.140380909350604,-11.448964448414763,11.448964448414763,43,550,365694,0.1214262757033444,0.08331316038437328,0.07757105431993316,0.08572274712182164,0.7533930381738719,49235.65323237726,30.852205285965844,0.5229289007067871,0.017469996486756005,42414.35076084068,3437.5140006032957,1312.5421226785002,0.19248163909199828,0.13929554841054498,0.7322419595388351,875.3079862129961,58.14897800672054,56.58934535776537,0.025396208289358076,0.24660696182612807
38.06374790242076,26.81280172499252,-11.250946177428236,11.250946177428236,10,331,487632,0.5344320908029584,0.16175401728548752,0.13136136517818967,0.0016921022619460792,0.7051925152743768,34893.211990471245,24.87437779292399,0.20865847045371042,0.11162280996672717,25836.124573763245,15.582357198545658,950.4199689050934,0.6205764234195391,0.20652154211444199,0.6159960508597462,4.203828153583407,40.9162971577858,38.06374790242076,0.27830909698182765,0.29480748472562324
31.530108748164704,42.425129239956455,10.895020491791751,10.895020491791751,38,683,427861,0.18776261636186004,0.027336323814586554,0.33682762233547925,0.0014419922521451331,0.6343940615977891,41240.18718296275,23.580577859755827,0.4348149506164629,0.02972554737821629,34643.48873971036,1732.9466412967179,995.9808192279991,0.26638358960115843,0.4092462748163998,0.6775444823796153,,72.1890324811616,31.530108748164704,0.022469523405567945,0.3656059384022109
55.725146842478,44.852554952551245,-10.872591889926753,10.872591889926753,26,457,231093,0.1428954443327181,0.08926687529972185,0.10781152653675084,0.008781704715140573,0.7941398934483866,33728.135357871295,30.31622644737626,0.6133809968960596,0.10492755970089027,28347.218915711062,1877.071456803176,1077.7980681601612,0.2869201429432298,0.13044521330157144,0.713174881522743,794.4751130347692,64.64599494247959,55.725146842478,0.020985518366056742,0.20586010655161335
34.77537772674543,45.64585824798737,10.870480521241937,10.870480521241937,35,3,583826,0.13812191673685362,0.052734438722587346,0.010941733757560522,0.05331973201809566,0.8830040955017565,38494.38526824634,28.480263480755504,0.5521893441524839,0.12710274786595974,30008.451948678514,900.0688942267872,1027.2943296017827,0.2039727829135651,0.33188061203942953,0.7282267116140211,375.71981786938505,73.52198212852423,34.77537772674543,0.01586431469626156,0.11699590449824349
31.091446079522765,41.90596163475675,10.814515555233985,10.814515555233985,22,541,231508,0.2552186284506207,0.37436289341878887,0.01575221096022034,0.012307936230937599,0.5975769593900532,56763.30773341248,31.612468988667914,0.5321887377345051,0.05329968291941262,46765.56644697604,2686.007565831345,1176.974798034643,0.4892144798489755,0.1381622172033007,0.7098694111710447,520.5216968281912,68.64459042577488,31.091446079522765,0.06260644774673352,0.4024230406099468
53.29407812433797,42.58208565329787,-10.711992471040105,10.711992471040105,31,198,308052,0.18757222948049052,0.1636865238489026,0.5448182736508282,0.020523081115076343,0.27097212138519283,41060.20712386815,26.43661048292375,0.3468565622186613,0.32517302666483566,35258.84312213473,831.4873782320992,1171.902544180227,0.16074594560925237,0.10039017188619773,0.7556350011102929,359.30965056822487,71.59354250811515,53.29407812433797,0.023919357188782096,0.7290278786148072
34.74736228561744,45.42563906628322,10.678276780665776,10.678276780665776,11,767,428055,0.14195100607923208,0.1364736517719848,0.11861645454984315,0.002719913803358237,0.7421899798748138,20287.2355533875,35.15382112309268,0.6922191500693877,0.0420171437269301,15000.0,141.27072952036488,420.7833473339637,0.3193176923731861,0.22049255059054138,0.6784247946636878,33.65198897403378,70.86941877586531,34.74736228561744,0.03766939202579242,0.25781002012518617
57.989134999727426,47.34555697376327,-10.643578025964153,10.643578025964153,36,48,513246,0.15115775309001975,0.011908441678942927,0.09591629245591037,0.05615517893279116,0.8360200869323555,45518.08915796327,25.732316587778097,0.6794601777188607,0.523278014641232,40742.19358088441,66.25372163486529,1131.2350485726067,0.23681612010075154,0.19653958261165316,0.7908397153292636,,72.81247329863389,57.989134999727426,0.017100858240866098,0.16397991306764448
54.844771794288874,44.25354082943694,-10.591230964851931,10.591230964851931,16,724,872521,0.14076561431880624,0.019430303096511958,0.23266427847664486,3.5480031466342442e-06,0.7479018704236966,38126.70967440401,26.67974748788656,0.5643665206609674,0.07908333241815847,32084.177959495402,24069.164656177734,2105.003007931192,0.22076499209566236,0.3597050041032074,0.7173453244139857,8024.798871254847,64.51804565809482,54.844771794288874,0.021612823907355094,0.2520981295763034
54.5749111815803,44.01411387351852,-10.56079730806178,10.56079730806178,12,56,586410,0.09064339064927701,0.09767699242782867,0.03232220144944386,0.003340089121134568,0.8666607170015929,35324.812469680415,29.616943209759818,0.37432508259129327,0.028559340418616665,31589.890013138815,1401.8068338621156,1077.8698361478255,0.1780698411242425,0.28519262578149274,0.7530214570136401,485.2345038609012,63.07183257339901,54.5749111815803,0.021187767658024156,0.13333928299840714
21.594567041080637,32.15406922001025,10.559502178929613,10.559502178929613,3,543,477867,0.4379863448363832,0.6106965575249163,0.04979125222360564,0.00011991130424206176,0.33939227894723606,34803.23064048893,22.27483808903553,0.293441120277584,0.19340070114314717,32684.68065530999,3343.6103468448446,1025.6276070305314,0.5346389151878838,0.35575758051149464,0.7157187672643486,1302.5610811448623,41.6741681579391,21.594567041080637,0.1534562287668962,0.6606077210527639
51.09294047651663,40.65239944825974,-10.440541028256888,10.440541028256888,48,819,971176,0.36028652043815357,0.07490550633212906,0.08428859472543614,4.098847376132939e-09,0.8408058948435874,37229.179029611885,20.647964738533677,0.6184255326263566,0.30320876483910436,32658.86924476863,662.3892493691426,1076.4662478026705,0.3214468016433848,0.37234653542036494,0.8233857097511756,293.48759336364117,60.368952100318516,51.09294047651663,0.05110284730461052,0.15919410515641264
39.562812719723254,49.94711369162622,10.384300971902967,10.384300971902967,27,610,394447,0.0640133941641784,0.3008617552741018,0.03765554513929693,0.06739208504461647,0.5940906145419849,51840.46710041942,22.907945977520626,0.6697400546503692,0.33951678706105654,47239.81151602523,2661.568972051296,1228.7208552792717,0.3046969825260865,0.26761535809184483,0.9356709859141045,,75.44702812811953,39.562812719723254,0.01094371107090896,0.40590938545801514
32.07935510639859,42.3635013753608,10.28414626896221,10.28414626896221,50,15,983231,0.25729099139951567,0.2986530098745871,0.029139566739612207,0.045274703350399355,0.6269327200354013,43454.26450020896,28.114080706898807,0.5529653940311352,0.13273465223491263,35277.496268450675,238.12255056462834,1262.1271170681864,0.228366749674334,0.24733423809921942,0.7468768421498563,,53.25602410107592,32.07935510639859,0.022801397381007484,0.37306727996459865
35.80094008687914,46.083183571807176,10.282243484928038,10.282243484928038,50,318,267478,0.1913989191749157,0.018290789843413962,0.033095358637521444,0.00015342741365550973,0.9484604241054091,31677.59154157472,33.66989668477325,0.6140876266482082,0.34161771402215685,24244.822818525277,11306.690293165564,1462.181877688278,0.16794321047149927,0.1458008563184487,0.8731407830681512,2341.0968641029053,64.0184037715287,35.80094008687914,0.01994523047493855,0.051539575894590905
57.36970107823047,47.113358721193016,-10.256342357037454,10.256342357037454,37,603,929956,0.08799265213122097,0.0485718753467833,0.02826432251124937,0.0013687107347577397,0.9217950914072096,79133.35538759758,27.557625632591208,0.4284362900717845,0.06048544913290044,57560.77515438599,18230.99913113644,2228.1075079016236,0.14858463508045427,0.3077153984433657,0.8516822788377842,7098.9937682726395,75.93147864617637,57.36970107823047,0.00941623506487734,0.07820490859279039
